leak_node,leak_diam_mm,leak_at,closest_sensor,dd_auc_d3,dd_timepoint_d3,dd_score_d3,dd_auc_ks,dd_timepoint_ks,dd_score_ks
n614,7,5937300,n613,0.75,5875200,0.29414239654195007,0.5,5875200,0.8482142857142857
n615,7,7110000,n613,0.8333333333333333,6998400,0.31304032029478457,0.5,777600,0.8571428571428572
n617,7,4814100,n613,0.85,4924800,0.3035537131519275,0.5,777600,0.8571428571428572
n619,7,4852800,n613,0.75,4924800,0.325744490504535,0.5,777600,0.8571428571428572
n621,7,4089600,n613,0.85,4060800,0.30089197137188206,0.5,777600,0.8571428571428572
n622,7,2395800,n613,0.75,2419200,0.3291724241780045,0.5,777600,0.8571428571428572
n623,7,6389100,n229,0.95,6393600,0.17427986819727892,0.75,6393600,0.7485119047619048
n624,7,4091400,n215,0.9,4060800,0.1296525120464853,0.9850746268656717,4060800,0.2544642857142857
n625,7,6558300,n215,0.95,6566400,0.14475933602607716,0.9925373134328358,6566400,0.43154761904761907
n626,7,3605400,n229,0.95,3628800,0.15078479308390025,1.0,3628800,0.42559523809523814
n627,7,2007900,n636,0.5,2073600,0.4193416950113379,0.5,777600,0.8571428571428572
n628,7,1299600,n342,0.5,1296000,0.4386116425736962,0.5,777600,0.8556547619047619
n632,7,1319400,n636,0.55,1382400,0.37867816397392295,0.5,777600,0.8556547619047619
n634,7,5463000,n636,0.65,5443200,0.37470769557823125,0.5,777600,0.8571428571428572
n636,7,3782700,n636,0.75,3801600,0.3123117736678005,0.5,777600,0.8571428571428572
n638,7,3216600,n229,0.85,3196800,0.27292596726190477,0.5,777600,0.8571428571428572
n640,7,3726900,n229,0.9,3715200,0.180015235260771,0.5,777600,0.8571428571428572
n643,7,3635100,n644,0.85,3628800,0.2463572668650793,0.5,777600,0.8571428571428572
n646,7,4047300,n644,0.8,4060800,0.317672902494331,0.5,777600,0.8571428571428572
n648,7,6973200,n644,0.9375,7084800,0.32336398100907027,0.5,777600,0.8571428571428572
n649,7,5979600,n644,0.85,5961600,0.30576371173469385,0.5,5788800,0.8392857142857143
n651,7,1003500,n644,0.8,1036800,0.26219928075396826,0.5,777600,0.8303571428571428
n652,7,5569200,n644,0.8,5529600,0.30181981646825395,0.5,5702400,0.8407738095238095
n653,7,5422500,n644,0.85,5443200,0.29846495890022684,0.5,5443200,0.8541666666666666
n655,7,5368500,n644,0.8,5356800,0.3067269876700681,0.5,777600,0.8571428571428572
n657,7,1330200,n644,0.8,1209600,0.3059209360827664,0.5,777600,0.8511904761904762
n658,7,1051200,n644,0.85,1036800,0.2673323235544217,0.5,777600,0.8377976190476191
n659,7,3573000,n636,0.7,3542400,0.3395691609977324,0.5,777600,0.8571428571428572
n661,7,5973300,n679,0.85,5961600,0.30079010770975056,0.5,5788800,0.8422619047619048
n663,7,3105900,n679,0.85,3110400,0.27687872023809534,0.5,777600,0.8571428571428572
n665,7,6507000,n679,0.85,6480000,0.2784266050170069,0.5,777600,0.8571428571428572
n667,7,6957000,n215,1.0,6998400,0.1344755350056689,1.0,6912000,0.38988095238095233
n669,7,1410300,n679,0.75,1382400,0.36169571995464844,0.5,777600,0.8571428571428572
n671,7,2437200,n679,0.55,2505600,0.35717164469954654,0.5,777600,0.8571428571428572
n673,7,2016900,n644,0.85,1987200,0.24645248724489788,0.5,777600,0.8571428571428572
n675,7,2007000,n644,0.9,1987200,0.24385496386054417,0.5,777600,0.8571428571428572
n676,7,4558500,n288,0.8,4579200,0.3025572208049887,0.5,777600,0.8571428571428572
n680,7,3912300,n679,0.85,3888000,0.24364237882653061,0.5,777600,0.8571428571428572
n682,7,1638000,n288,0.95,1641600,0.21946968891723362,0.5,777600,0.8571428571428572
n685,7,3715200,n726,0.85,3715200,0.2647392290249433,0.5,777600,0.8571428571428572
n687,7,1957500,n288,0.9,1987200,0.24894593253968256,0.5,777600,0.8571428571428572
n688,7,2657700,n288,0.9,2592000,0.22810595592403626,0.5,777600,0.8571428571428572
n690,7,4014900,n726,0.85,3974400,0.26847053925736963,0.5,777600,0.8571428571428572
n691,7,2446200,n288,0.95,2419200,0.1963577097505671,0.5,777600,0.8571428571428572
n693,7,7051500,n296,0.5,777600,0.4532069338151927,0.5,777600,0.8571428571428572
n695,7,1160100,n740,0.5,950400,0.4411604485544218,0.5,777600,0.8541666666666666
n697,7,3871800,n288,0.85,3801600,0.2522542871315192,0.5,777600,0.8571428571428572
n699,7,6561900,n288,0.85,6566400,0.25290532879818595,0.5,777600,0.8571428571428572
